q1_completions,prior_before_q1,ever_completions,tutored,multi_interest,enroll_date,module12_date,exposure_end,exposure_days_q1,offset_log_days
1,0,1,0,1,5/2/2025 14:47,,59:59.0,60,4.094344562
0,0,0,0,0,5/7/2025 16:23,,59:59.0,55,4.007333185
1,0,1,0,1,4/16/2025 16:29,,59:59.0,76,4.33073334
0,0,0,0,1,3/7/2025 17:14,,59:59.0,91,4.510859507
1,0,1,0,0,3/2/2025 11:39,,59:59.0,91,4.510859507
1,0,1,0,0,4/25/2025 18:55,,59:59.0,67,4.204692619
0,0,0,0,0,4/25/2025 14:35,,59:59.0,67,4.204692619
1,0,1,0,0,2/21/2025 14:38,,59:59.0,91,4.510859507
0,0,0,0,0,5/16/2025 14:37,,59:59.0,46,3.828641396
2,0,2,0,0,5/28/2025 16:33,,59:59.0,34,3.526360525
0,0,0,0,1,4/29/2025 12:19,,59:59.0,63,4.143134726
0,1,1,0,0,1/8/2025 16:30,,59:59.0,91,4.510859507
1,1,2,0,1,1/29/2025 16:41,,59:59.0,91,4.510859507
5,1,11,0,1,2/5/2025 14:39,04:43.5,04:43.5,69,4.234106505
1,0,1,0,1,2/12/2025 17:29,,59:59.0,91,4.510859507
1,0,1,0,1,4/4/2025 14:44,,59:59.0,88,4.477336814
1,0,1,0,0,3/26/2025 16:27,,59:59.0,91,4.510859507
0,0,0,1,0,5/30/2025 17:34,,59:59.0,32,3.465735903
0,0,0,0,0,3/14/2025 14:38,,59:59.0,91,4.510859507
1,0,1,0,0,4/2/2025 18:23,,59:59.0,90,4.49980967
0,0,0,0,0,3/21/2025 14:38,,59:59.0,91,4.510859507
1,0,1,0,0,4/11/2025 14:39,,59:59.0,81,4.394449155
0,1,1,0,0,2/12/2025 16:34,,59:59.0,91,4.510859507
1,0,1,0,1,3/14/2025 14:41,,59:59.0,91,4.510859507
0,0,0,0,1,1/8/2025 16:38,,59:59.0,91,4.510859507
2,0,2,0,0,4/16/2025 16:29,,59:59.0,76,4.33073334
0,0,0,0,0,3/7/2025 14:20,,59:59.0,91,4.510859507
0,0,0,0,1,3/28/2025 17:30,,59:59.0,91,4.510859507
0,0,0,0,0,4/16/2025 16:25,,59:59.0,76,4.33073334
0,0,0,0,0,4/9/2025 16:26,,59:59.0,83,4.418840608
0,0,0,0,0,3/21/2025 14:38,,59:59.0,91,4.510859507
2,0,2,1,1,1/29/2025 16:37,,59:59.0,91,4.510859507
0,1,1,0,1,3/7/2025 14:40,,59:59.0,91,4.510859507
0,0,0,0,0,3/21/2025 17:27,,59:59.0,91,4.510859507
4,1,5,0,1,1/29/2025 16:39,,59:59.0,91,4.510859507
0,0,0,0,0,3/7/2025 14:53,,59:59.0,91,4.510859507
1,0,1,0,1,3/19/2025 16:25,,59:59.0,91,4.510859507
3,1,6,0,0,2/19/2025 16:15,,59:59.0,91,4.510859507
2,0,2,1,0,3/28/2025 17:31,,59:59.0,91,4.510859507
0,0,0,0,0,3/26/2025 16:31,,59:59.0,91,4.510859507
1,0,1,0,0,5/9/2025 14:37,,59:59.0,53,3.970291914
0,0,0,0,0,4/2/2025 16:29,,59:59.0,90,4.49980967
7,1,12,0,0,1/29/2025 12:43,49:22.4,49:22.4,9,2.197224577
1,0,1,0,1,5/2/2025 17:37,,59:59.0,60,4.094344562
0,0,0,0,0,2/12/2025 16:27,,59:59.0,91,4.510859507
1,1,2,0,0,3/23/2025 10:09,,59:59.0,91,4.510859507
10,1,12,0,1,1/29/2025 12:37,49:29.3,49:29.3,9,2.197224577
0,0,0,0,0,2/28/2025 17:27,,59:59.0,91,4.510859507
0,0,0,0,1,2/26/2025 17:24,,59:59.0,91,4.510859507
12,0,12,0,0,4/4/2025 17:26,45:09.5,45:09.5,22,3.091042453
0,0,0,0,0,5/19/2025 13:52,,59:59.0,43,3.761200116
0,0,0,0,0,4/2/2025 16:39,,59:59.0,90,4.49980967
4,0,4,1,0,4/11/2025 14:39,,59:59.0,81,4.394449155
0,0,0,0,1,3/21/2025 17:38,,59:59.0,91,4.510859507
2,0,2,0,0,4/18/2025 17:39,,59:59.0,74,4.304065093
0,0,0,0,0,3/28/2025 17:29,,59:59.0,91,4.510859507
6,1,7,1,0,3/21/2025 14:41,,59:59.0,91,4.510859507
1,0,1,0,1,3/21/2025 14:40,,59:59.0,91,4.510859507
1,1,3,0,0,1/29/2025 17:12,,59:59.0,91,4.510859507
1,0,1,0,0,3/4/2025 9:11,,59:59.0,91,4.510859507
0,1,2,0,1,2/28/2025 14:42,,59:59.0,91,4.510859507
2,1,8,0,0,2/28/2025 17:31,,59:59.0,91,4.510859507
0,0,0,0,0,1/15/2025 16:34,,59:59.0,91,4.510859507
1,0,1,0,1,5/9/2025 17:23,,59:59.0,53,3.970291914
0,0,0,0,1,2/7/2025 17:32,,59:59.0,91,4.510859507
0,0,0,0,0,1/8/2025 16:27,,59:59.0,91,4.510859507
0,0,0,0,0,4/1/2025 22:53,,59:59.0,91,4.510859507
1,1,2,0,1,2/7/2025 17:32,,59:59.0,91,4.510859507
0,0,0,0,0,3/7/2025 14:42,,59:59.0,91,4.510859507
0,1,2,0,1,1/31/2025 17:39,,59:59.0,91,4.510859507
0,0,0,0,0,3/12/2025 16:41,,59:59.0,91,4.510859507
0,0,0,0,0,1/31/2025 17:34,,59:59.0,91,4.510859507
0,0,0,0,0,1/24/2025 17:30,,59:59.0,91,4.510859507
0,0,0,0,1,5/9/2025 14:40,,59:59.0,53,3.970291914
2,0,2,0,0,1/15/2025 16:53,,59:59.0,91,4.510859507
0,0,0,0,0,3/21/2025 14:40,,59:59.0,91,4.510859507
0,1,2,0,0,1/15/2025 16:37,,59:59.0,91,4.510859507
0,0,0,0,0,2/21/2025 17:26,,59:59.0,91,4.510859507
0,0,0,0,0,1/24/2025 17:30,,59:59.0,91,4.510859507
0,0,0,0,0,4/25/2025 17:09,,59:59.0,67,4.204692619
0,1,1,0,0,2/21/2025 14:37,,59:59.0,91,4.510859507
6,0,6,0,0,4/30/2025 16:34,,59:59.0,62,4.127134385
0,0,0,0,0,5/9/2025 17:25,,59:59.0,53,3.970291914
0,0,0,0,0,2/28/2025 17:30,,59:59.0,91,4.510859507
0,0,0,0,0,1/15/2025 16:47,,59:59.0,91,4.510859507
1,1,2,0,1,3/26/2025 16:31,,59:59.0,91,4.510859507
2,0,2,0,0,4/18/2025 14:32,,59:59.0,74,4.304065093
1,0,1,0,1,4/18/2025 17:32,,59:59.0,74,4.304065093
0,0,0,0,0,5/30/2025 17:31,,59:59.0,32,3.465735903
0,0,0,0,1,5/21/2025 16:48,,59:59.0,41,3.713572067
0,0,0,0,1,1/22/2025 16:34,,59:59.0,91,4.510859507
0,0,0,0,1,4/16/2025 16:25,,59:59.0,76,4.33073334
0,0,0,0,0,5/9/2025 14:14,,59:59.0,53,3.970291914
1,0,1,0,0,4/4/2025 14:33,,59:59.0,88,4.477336814
0,1,5,0,1,3/21/2025 14:36,,59:59.0,91,4.510859507
3,0,3,0,1,4/2/2025 16:32,,59:59.0,90,4.49980967
0,0,0,0,0,4/11/2025 17:27,,59:59.0,81,4.394449155
1,0,1,0,0,3/7/2025 17:30,,59:59.0,91,4.510859507
1,0,1,0,0,1/22/2025 16:35,,59:59.0,91,4.510859507
4,0,4,0,0,4/30/2025 16:34,,59:59.0,62,4.127134385
0,0,0,0,0,5/7/2025 16:37,,59:59.0,55,4.007333185
6,1,8,0,0,3/12/2025 16:32,,59:59.0,91,4.510859507
0,1,1,0,0,2/23/2025 17:59,,59:59.0,91,4.510859507
0,0,0,0,1,5/7/2025 14:40,,59:59.0,55,4.007333185
0,0,0,0,1,1/15/2025 16:36,,59:59.0,91,4.510859507
0,0,0,0,0,5/23/2025 17:24,,59:59.0,39,3.663561646
0,0,0,0,0,1/8/2025 16:31,,59:59.0,91,4.510859507
0,0,0,0,0,3/12/2025 16:31,,59:59.0,91,4.510859507
0,0,0,0,1,4/25/2025 14:34,,59:59.0,67,4.204692619
1,0,1,0,1,4/4/2025 17:36,,59:59.0,88,4.477336814
0,1,1,0,0,2/21/2025 14:41,,59:59.0,91,4.510859507
1,0,1,0,0,3/14/2025 14:41,,59:59.0,91,4.510859507
11,1,12,0,0,3/19/2025 16:31,25:21.6,25:21.6,51,3.931825633
1,1,2,0,0,2/21/2025 17:34,,59:59.0,91,4.510859507
1,0,1,0,0,5/30/2025 17:47,,59:59.0,32,3.465735903
0,0,0,0,1,1/31/2025 17:45,,59:59.0,91,4.510859507
3,1,6,0,0,2/28/2025 14:43,,59:59.0,91,4.510859507
4,1,9,0,0,1/8/2025 16:29,,59:59.0,91,4.510859507
0,0,0,0,0,2/20/2025 13:31,,59:59.0,91,4.510859507
0,0,0,0,1,4/4/2025 14:40,,59:59.0,88,4.477336814
1,0,1,1,0,3/7/2025 17:27,,59:59.0,91,4.510859507
0,0,0,0,0,5/16/2025 15:03,,59:59.0,46,3.828641396
0,1,1,0,0,1/8/2025 17:08,,59:59.0,91,4.510859507
0,1,1,0,0,2/19/2025 16:27,,59:59.0,91,4.510859507
0,0,0,1,0,5/16/2025 14:33,,59:59.0,46,3.828641396
0,0,0,0,1,5/30/2025 13:57,,59:59.0,32,3.465735903
1,0,1,0,0,3/28/2025 14:32,,59:59.0,91,4.510859507
0,1,2,0,0,2/6/2025 12:56,,59:59.0,91,4.510859507
0,0,0,0,0,4/30/2025 16:34,,59:59.0,62,4.127134385
0,1,1,0,0,3/6/2025 10:57,,59:59.0,91,4.510859507
0,1,2,0,0,2/28/2025 17:31,,59:59.0,91,4.510859507
0,0,0,0,1,3/28/2025 14:33,,59:59.0,91,4.510859507
2,1,3,0,0,2/21/2025 14:44,,59:59.0,91,4.510859507
1,0,1,1,0,5/7/2025 16:28,,59:59.0,55,4.007333185
0,0,0,1,1,5/31/2025 1:00,,59:59.0,31,3.433987204
1,0,1,0,0,4/18/2025 14:30,,59:59.0,74,4.304065093
6,1,8,0,0,3/7/2025 14:41,,59:59.0,91,4.510859507
7,0,7,1,0,3/21/2025 14:40,,59:59.0,91,4.510859507
1,1,2,0,1,1/22/2025 16:37,,59:59.0,91,4.510859507
0,0,0,0,1,2/21/2025 14:40,,59:59.0,91,4.510859507
0,0,0,0,1,3/12/2025 16:42,,59:59.0,91,4.510859507
1,1,3,0,0,1/8/2025 16:37,,59:59.0,91,4.510859507
1,0,1,1,0,3/28/2025 17:27,,59:59.0,91,4.510859507
0,0,0,0,1,5/28/2025 16:36,,59:59.0,34,3.526360525
0,1,1,1,0,3/14/2025 14:47,,59:59.0,91,4.510859507
7,0,7,0,0,4/2/2025 16:33,,59:59.0,90,4.49980967
0,1,2,0,0,3/21/2025 17:40,,59:59.0,91,4.510859507
0,0,0,0,0,4/23/2025 16:22,,59:59.0,69,4.234106505
0,1,2,0,1,1/29/2025 16:36,,59:59.0,91,4.510859507
0,0,0,0,1,5/30/2025 14:41,,59:59.0,32,3.465735903
0,0,0,0,0,2/12/2025 16:29,,59:59.0,91,4.510859507
2,0,2,0,0,5/30/2025 17:35,,59:59.0,32,3.465735903
0,1,1,0,0,3/21/2025 17:26,,59:59.0,91,4.510859507
0,0,0,1,0,3/26/2025 16:28,,59:59.0,91,4.510859507
1,1,6,0,0,1/24/2025 10:23,,59:59.0,91,4.510859507
3,0,3,0,1,5/28/2025 16:38,,59:59.0,34,3.526360525
2,1,12,0,1,1/8/2025 16:30,06:26.5,06:26.5,3,1.098612289
0,0,0,0,0,1/29/2025 12:37,,59:59.0,91,4.510859507
6,0,7,0,1,3/28/2025 17:25,,59:59.0,91,4.510859507
2,0,2,0,0,3/14/2025 17:30,,59:59.0,91,4.510859507
1,0,1,1,1,3/7/2025 17:29,,59:59.0,91,4.510859507
2,1,3,0,1,2/21/2025 17:31,,59:59.0,91,4.510859507
11,1,12,0,0,3/19/2025 16:15,59:20.4,59:20.4,39,3.663561646
0,0,0,0,0,2/26/2025 16:35,,59:59.0,91,4.510859507
0,0,0,0,0,5/16/2025 17:27,,59:59.0,46,3.828641396
0,0,0,0,0,2/26/2025 16:48,,59:59.0,91,4.510859507
0,0,0,0,1,5/28/2025 16:42,,59:59.0,34,3.526360525
0,0,0,0,0,1/8/2025 16:30,,59:59.0,91,4.510859507
2,0,2,0,1,3/5/2025 16:32,,59:59.0,91,4.510859507
0,0,0,0,1,5/18/2025 1:02,,59:59.0,44,3.784189634
0,0,0,0,0,4/11/2025 14:54,,59:59.0,81,4.394449155
1,0,1,1,0,5/21/2025 16:46,,59:59.0,41,3.713572067
0,0,0,0,0,3/5/2025 16:29,,59:59.0,91,4.510859507
1,0,1,0,0,4/11/2025 14:44,,59:59.0,81,4.394449155
1,0,1,0,0,4/18/2025 17:29,,59:59.0,74,4.304065093
0,0,0,0,1,5/30/2025 14:41,,59:59.0,32,3.465735903
0,0,0,0,0,5/9/2025 14:30,,59:59.0,53,3.970291914
2,1,6,0,0,3/7/2025 14:49,,59:59.0,91,4.510859507
1,0,1,0,0,5/21/2025 16:49,,59:59.0,41,3.713572067
0,0,0,0,0,2/21/2025 17:26,,59:59.0,91,4.510859507
0,1,1,0,1,2/7/2025 17:39,,59:59.0,91,4.510859507
0,0,0,0,0,2/26/2025 16:30,,59:59.0,91,4.510859507
0,1,2,0,0,2/21/2025 14:45,,59:59.0,91,4.510859507
2,1,4,0,0,2/21/2025 17:33,,59:59.0,91,4.510859507
2,0,2,1,1,3/12/2025 16:31,,59:59.0,91,4.510859507
1,0,1,1,0,4/9/2025 16:31,,59:59.0,83,4.418840608
3,0,3,0,1,5/28/2025 16:36,,59:59.0,34,3.526360525
2,0,2,0,0,3/21/2025 17:35,,59:59.0,91,4.510859507
5,0,5,0,1,4/16/2025 16:25,,59:59.0,76,4.33073334
7,0,7,1,0,4/11/2025 17:28,,59:59.0,81,4.394449155
0,0,0,0,1,5/9/2025 14:45,,59:59.0,53,3.970291914
0,0,0,0,0,4/11/2025 17:28,,59:59.0,81,4.394449155
0,0,0,0,0,3/21/2025 14:40,,59:59.0,91,4.510859507
0,0,0,0,0,3/14/2025 14:41,,59:59.0,91,4.510859507
0,0,0,0,0,1/31/2025 17:33,,59:59.0,91,4.510859507
0,0,0,0,1,4/30/2025 16:37,,59:59.0,62,4.127134385
1,0,1,0,0,3/5/2025 16:30,,59:59.0,91,4.510859507
1,0,1,0,0,3/28/2025 17:30,,59:59.0,91,4.510859507
0,0,0,0,0,1/28/2025 8:23,,59:59.0,91,4.510859507
6,0,6,0,0,4/4/2025 17:29,,59:59.0,88,4.477336814
0,0,0,0,1,5/7/2025 16:33,,59:59.0,55,4.007333185
1,0,1,1,0,1/29/2025 16:44,,59:59.0,91,4.510859507
0,0,0,0,0,3/14/2025 17:30,,59:59.0,91,4.510859507
6,1,7,0,0,3/7/2025 17:25,,59:59.0,91,4.510859507
1,0,1,0,1,2/26/2025 16:25,,59:59.0,91,4.510859507
0,1,1,0,0,3/14/2025 19:19,,59:59.0,91,4.510859507
0,1,3,0,0,1/15/2025 16:34,,59:59.0,91,4.510859507
0,0,0,0,0,3/12/2025 16:31,,59:59.0,91,4.510859507
6,0,7,0,1,4/30/2025 16:48,,59:59.0,62,4.127134385
1,0,1,0,1,5/7/2025 16:32,,59:59.0,55,4.007333185
8,1,11,0,0,2/21/2025 17:38,34:06.1,34:06.1,77,4.343805422
0,0,0,0,0,3/19/2025 16:29,,59:59.0,91,4.510859507
1,0,1,0,1,4/25/2025 14:40,,59:59.0,67,4.204692619
1,0,1,0,0,5/23/2025 17:29,,59:59.0,39,3.663561646
0,0,0,0,1,3/21/2025 14:39,,59:59.0,91,4.510859507
1,0,1,0,1,4/25/2025 17:29,,59:59.0,67,4.204692619
0,0,0,0,0,3/7/2025 12:57,,59:59.0,91,4.510859507
0,0,0,0,0,5/30/2025 14:36,,59:59.0,32,3.465735903
0,0,0,0,0,4/18/2025 14:32,,59:59.0,74,4.304065093
0,0,0,0,0,4/11/2025 14:40,,59:59.0,81,4.394449155
1,0,1,0,1,1/15/2025 16:37,,59:59.0,91,4.510859507
0,1,2,0,0,2/21/2025 14:46,,59:59.0,91,4.510859507
0,0,0,0,0,5/2/2025 14:35,,59:59.0,60,4.094344562
8,0,8,0,0,4/23/2025 16:30,,59:59.0,69,4.234106505
6,1,7,0,0,3/21/2025 17:26,,59:59.0,91,4.510859507
0,0,0,0,0,2/21/2025 17:32,,59:59.0,91,4.510859507
1,0,1,0,0,3/14/2025 14:56,,59:59.0,91,4.510859507
0,0,0,0,0,5/30/2025 14:38,,59:59.0,32,3.465735903
0,0,0,0,0,3/19/2025 16:29,,59:59.0,91,4.510859507
0,0,0,0,0,4/2/2025 16:51,,59:59.0,90,4.49980967
0,0,0,0,0,5/9/2025 14:40,,59:59.0,53,3.970291914
0,0,0,0,0,1/29/2025 16:38,,59:59.0,91,4.510859507
0,0,0,0,0,3/21/2025 17:28,,59:59.0,91,4.510859507
1,1,2,1,0,2/19/2025 16:42,,59:59.0,91,4.510859507
0,0,0,0,0,5/9/2025 14:40,,59:59.0,53,3.970291914
0,0,0,0,0,1/30/2025 22:10,,59:59.0,91,4.510859507
1,1,2,0,1,1/15/2025 16:36,,59:59.0,91,4.510859507
0,0,0,0,0,3/12/2025 16:27,,59:59.0,91,4.510859507
3,0,4,1,0,4/4/2025 14:42,,59:59.0,88,4.477336814
5,1,12,0,1,1/31/2025 10:31,16:45.9,16:45.9,18,2.890371758
0,0,0,0,0,5/28/2025 16:26,,59:59.0,34,3.526360525
1,0,1,0,0,5/2/2025 17:37,,59:59.0,60,4.094344562
6,1,8,0,0,1/31/2025 17:34,,59:59.0,91,4.510859507
2,0,2,0,0,5/21/2025 16:48,,59:59.0,41,3.713572067
1,0,1,0,0,2/21/2025 17:44,,59:59.0,91,4.510859507
1,0,1,0,0,5/6/2025 18:32,,59:59.0,56,4.025351691
2,0,3,0,0,5/7/2025 17:08,,59:59.0,55,4.007333185
0,0,0,0,0,4/2/2025 16:31,,59:59.0,90,4.49980967
0,1,1,0,0,1/7/2025 16:39,,59:59.0,91,4.510859507
1,1,2,0,0,3/7/2025 17:31,,59:59.0,91,4.510859507
0,0,0,0,0,1/22/2025 16:37,,59:59.0,91,4.510859507
0,0,0,0,1,2/5/2025 16:27,,59:59.0,91,4.510859507
0,0,0,0,0,3/12/2025 16:31,,59:59.0,91,4.510859507
1,0,1,0,0,4/23/2025 16:30,,59:59.0,69,4.234106505
0,1,1,0,0,3/21/2025 17:29,,59:59.0,91,4.510859507
2,0,2,0,1,5/9/2025 17:22,,59:59.0,53,3.970291914
1,0,1,0,0,1/29/2025 16:33,,59:59.0,91,4.510859507
0,1,1,0,0,3/7/2025 14:41,,59:59.0,91,4.510859507
0,0,0,0,1,2/5/2025 16:30,,59:59.0,91,4.510859507
1,0,2,0,0,5/7/2025 16:35,,59:59.0,55,4.007333185
2,0,2,0,0,4/28/2025 16:31,,59:59.0,64,4.158883083
0,1,1,1,0,3/18/2025 10:24,,59:59.0,91,4.510859507
0,1,1,0,0,2/21/2025 7:41,,59:59.0,91,4.510859507
0,0,0,0,1,3/21/2025 17:33,,59:59.0,91,4.510859507
1,0,1,0,0,5/27/2025 17:13,,59:59.0,35,3.555348061
0,0,0,0,1,4/16/2025 16:24,,59:59.0,76,4.33073334
0,0,0,0,0,1/16/2025 17:48,,59:59.0,91,4.510859507
1,0,1,0,0,3/28/2025 14:29,,59:59.0,91,4.510859507
0,0,0,0,0,2/7/2025 17:32,,59:59.0,91,4.510859507
2,0,3,1,0,5/1/2025 11:18,,59:59.0,61,4.110873864
0,0,1,0,0,5/28/2025 16:33,,59:59.0,34,3.526360525
0,0,0,0,1,5/23/2025 17:44,,59:59.0,39,3.663561646
0,0,0,0,1,3/5/2025 16:38,,59:59.0,91,4.510859507
1,1,2,0,0,1/29/2025 16:41,,59:59.0,91,4.510859507
1,0,1,0,0,5/21/2025 16:48,,59:59.0,41,3.713572067
7,0,8,0,0,4/4/2025 14:36,,59:59.0,88,4.477336814
10,0,11,0,0,4/25/2025 14:36,,59:59.0,67,4.204692619
8,0,8,1,0,4/9/2025 16:24,,59:59.0,83,4.418840608
1,1,2,0,0,2/28/2025 14:43,,59:59.0,91,4.510859507
1,0,1,0,1,3/21/2025 17:32,,59:59.0,91,4.510859507
0,1,1,0,1,3/19/2025 16:26,,59:59.0,91,4.510859507
0,1,1,0,0,3/5/2025 16:21,,59:59.0,91,4.510859507
0,0,0,0,0,5/28/2025 16:32,,59:59.0,34,3.526360525
4,0,5,0,0,4/18/2025 14:29,,59:59.0,74,4.304065093
7,0,7,0,0,4/2/2025 16:33,,59:59.0,90,4.49980967
0,0,0,0,1,3/14/2025 17:37,,59:59.0,91,4.510859507
2,0,2,0,0,3/28/2025 18:17,,59:59.0,91,4.510859507
1,1,2,0,0,2/21/2025 14:57,,59:59.0,91,4.510859507
0,0,0,0,1,1/22/2025 16:41,,59:59.0,91,4.510859507
0,1,2,0,1,2/7/2025 17:30,,59:59.0,91,4.510859507
3,0,3,0,0,4/2/2025 17:12,,59:59.0,90,4.49980967
0,0,0,0,0,4/18/2025 14:28,,59:59.0,74,4.304065093
0,0,0,0,1,2/5/2025 16:26,,59:59.0,91,4.510859507
0,0,0,0,0,1/8/2025 16:28,,59:59.0,91,4.510859507
0,0,0,0,1,4/23/2025 16:26,,59:59.0,69,4.234106505
1,0,1,0,0,4/9/2025 16:26,,59:59.0,83,4.418840608
2,0,2,0,0,4/18/2025 14:31,,59:59.0,74,4.304065093
0,1,1,0,0,3/5/2025 16:29,,59:59.0,91,4.510859507
0,0,0,0,0,1/29/2025 16:41,,59:59.0,91,4.510859507
0,0,0,0,0,4/23/2025 16:33,,59:59.0,69,4.234106505
0,1,1,0,0,2/28/2025 17:24,,59:59.0,91,4.510859507
4,1,12,0,0,2/6/2025 10:05,49:29.7,49:29.7,9,2.197224577
11,0,11,0,0,5/28/2025 16:35,,59:59.0,34,3.526360525
2,0,2,0,0,5/21/2025 16:41,,59:59.0,41,3.713572067
0,0,0,0,1,3/15/2025 23:32,,59:59.0,91,4.510859507
2,0,2,0,0,3/21/2025 17:35,,59:59.0,91,4.510859507
0,1,1,0,0,1/24/2025 17:30,,59:59.0,91,4.510859507
0,0,0,0,0,4/23/2025 21:26,,59:59.0,69,4.234106505
7,1,12,1,0,1/8/2025 16:31,31:46.4,31:46.4,51,3.931825633
0,1,1,0,1,2/19/2025 16:17,,59:59.0,91,4.510859507
0,0,0,0,0,4/5/2025 11:42,,59:59.0,87,4.465908119
2,0,2,0,0,4/18/2025 17:31,,59:59.0,74,4.304065093
1,0,1,0,1,3/28/2025 17:26,,59:59.0,91,4.510859507
1,0,1,0,0,4/9/2025 16:36,,59:59.0,83,4.418840608
6,1,8,1,1,2/19/2025 16:32,,59:59.0,91,4.510859507
0,0,0,0,0,5/14/2025 16:39,,59:59.0,48,3.871201011
0,0,0,0,0,5/30/2025 17:34,,59:59.0,32,3.465735903
2,0,2,0,0,3/7/2025 20:47,,59:59.0,91,4.510859507
0,0,0,0,1,5/14/2025 16:32,,59:59.0,48,3.871201011
0,0,0,0,0,4/29/2025 6:26,,59:59.0,63,4.143134726
3,0,3,0,0,4/9/2025 16:31,,59:59.0,83,4.418840608
0,0,0,0,1,1/22/2025 15:56,,59:59.0,91,4.510859507
0,0,0,0,0,4/11/2025 17:30,,59:59.0,81,4.394449155
0,0,0,0,0,4/2/2025 16:33,,59:59.0,90,4.49980967
0,0,0,0,0,4/23/2025 16:30,,59:59.0,69,4.234106505
5,1,7,0,1,2/7/2025 17:32,,59:59.0,91,4.510859507
0,0,0,0,0,4/4/2025 14:35,,59:59.0,88,4.477336814
0,1,1,0,0,3/5/2025 16:32,,59:59.0,91,4.510859507
1,0,1,0,0,3/14/2025 17:24,,59:59.0,91,4.510859507
0,0,0,0,0,5/31/2025 18:43,,59:59.0,31,3.433987204
1,1,2,0,0,3/7/2025 14:37,,59:59.0,91,4.510859507
0,0,0,0,0,4/30/2025 16:20,,59:59.0,62,4.127134385
0,1,4,0,0,1/31/2025 17:33,,59:59.0,91,4.510859507
0,0,0,0,0,1/15/2025 16:36,,59:59.0,91,4.510859507
0,0,0,0,1,3/26/2025 16:31,,59:59.0,91,4.510859507
0,0,0,0,1,3/26/2025 16:26,,59:59.0,91,4.510859507
7,0,8,0,0,4/25/2025 14:34,,59:59.0,67,4.204692619
0,0,0,0,1,2/21/2025 17:27,,59:59.0,91,4.510859507
0,1,1,0,0,3/12/2025 16:31,,59:59.0,91,4.510859507
0,0,0,0,0,5/28/2025 16:36,,59:59.0,34,3.526360525
1,0,1,0,1,3/28/2025 17:25,,59:59.0,91,4.510859507
1,0,1,1,1,4/30/2025 10:10,,59:59.0,62,4.127134385
2,0,2,0,0,3/21/2025 14:37,,59:59.0,91,4.510859507
2,0,2,0,0,5/23/2025 14:41,,59:59.0,39,3.663561646
0,0,0,0,0,2/5/2025 16:40,,59:59.0,91,4.510859507
0,1,4,0,0,3/21/2025 17:29,,59:59.0,91,4.510859507
