q1_completions,prior_before_q1,ever_completions,tutored,multi_interest,enroll_date,module12_date,exposure_end,exposure_days_q1,offset_log_days
6,0,8,0,1,2/28/2025 17:31,,59:59.0,32,3.465735903
0,0,0,0,0,1/15/2025 16:34,,59:59.0,76,4.33073334
0,0,0,0,0,10/23/2024 16:39,,59:59.0,90,4.49980967
0,0,0,0,0,2/7/2025 17:32,,59:59.0,53,3.970291914
0,0,0,0,0,12/5/2024 16:46,,59:59.0,90,4.49980967
0,1,1,0,0,10/30/2024 17:36,,59:59.0,90,4.49980967
0,0,0,0,0,1/8/2025 16:27,,59:59.0,83,4.418840608
0,0,0,0,0,10/23/2024 16:37,,59:59.0,90,4.49980967
1,0,1,0,0,2/7/2025 17:32,,59:59.0,53,3.970291914
2,0,2,0,0,1/31/2025 17:39,,59:59.0,60,4.094344562
0,0,0,0,1,1/31/2025 17:34,,59:59.0,60,4.094344562
0,0,0,0,0,1/24/2025 17:30,,59:59.0,67,4.204692619
0,0,0,0,0,1/15/2025 16:53,,59:59.0,76,4.33073334
0,0,0,0,0,10/23/2024 16:48,,59:59.0,90,4.49980967
8,0,8,0,0,12/18/2024 16:34,,59:59.0,90,4.49980967
1,0,1,0,0,12/18/2024 16:34,,59:59.0,90,4.49980967
2,0,2,0,0,1/15/2025 16:37,,59:59.0,76,4.33073334
0,0,0,1,0,10/27/2024 15:14,,59:59.0,90,4.49980967
0,0,0,1,0,2/21/2025 17:26,,59:59.0,39,3.663561646
0,0,0,0,0,1/24/2025 17:30,,59:59.0,67,4.204692619
1,0,1,0,0,2/21/2025 14:37,,59:59.0,39,3.663561646
0,1,2,0,1,10/9/2024 16:35,,59:59.0,90,4.49980967
2,0,2,1,0,12/5/2024 19:19,,59:59.0,90,4.49980967
1,1,6,1,0,12/12/2024 16:39,,59:59.0,90,4.49980967
0,0,0,0,1,11/20/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,1,2/28/2025 17:30,,59:59.0,32,3.465735903
0,0,0,0,0,1/15/2025 16:47,,59:59.0,76,4.33073334
7,1,12,1,0,12/5/2024 16:40,56:28.9,56:28.9,58,4.060443011
2,1,4,0,0,12/4/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,1,11/20/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,1/22/2025 16:34,,59:59.0,69,4.234106505
2,0,2,0,0,12/4/2024 16:38,,59:59.0,90,4.49980967
4,0,4,1,1,12/5/2024 16:42,,59:59.0,90,4.49980967
0,0,0,0,0,1/22/2025 16:35,,59:59.0,69,4.234106505
0,0,0,0,0,12/11/2024 16:38,,59:59.0,90,4.49980967
0,1,2,0,0,12/4/2024 16:09,,59:59.0,90,4.49980967
1,0,1,0,0,2/23/2025 17:59,,59:59.0,37,3.610917913
0,0,0,0,0,11/13/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,1/15/2025 16:36,,59:59.0,76,4.33073334
0,0,0,0,1,1/8/2025 16:31,,59:59.0,83,4.418840608
2,1,9,0,1,10/30/2024 16:51,,59:59.0,90,4.49980967
0,0,0,0,1,10/2/2024 16:33,,59:59.0,90,4.49980967
1,0,1,0,0,2/21/2025 14:41,,59:59.0,39,3.663561646
1,0,1,1,0,2/21/2025 17:34,,59:59.0,39,3.663561646
0,0,0,0,0,1/31/2025 17:45,,59:59.0,60,4.094344562
3,0,4,0,0,2/28/2025 14:43,,59:59.0,32,3.465735903
5,0,6,0,0,1/8/2025 16:29,,59:59.0,83,4.418840608
0,0,0,0,0,2/20/2025 13:31,,59:59.0,40,3.688879454
0,0,0,1,1,10/23/2024 16:52,,59:59.0,90,4.49980967
3,1,4,0,0,12/4/2024 21:30,,59:59.0,90,4.49980967
0,0,0,0,0,10/16/2024 19:31,,59:59.0,90,4.49980967
0,0,0,0,1,11/6/2024 16:43,,59:59.0,90,4.49980967
1,0,1,0,0,1/8/2025 17:08,,59:59.0,83,4.418840608
1,0,1,0,1,12/12/2024 16:27,,59:59.0,90,4.49980967
1,0,1,0,0,2/19/2025 16:27,,59:59.0,41,3.713572067
12,0,12,0,0,2/7/2025 17:26,26:08.1,26:08.1,47,3.850147602
2,0,2,0,0,2/6/2025 12:56,,59:59.0,54,3.988984047
2,0,2,0,0,2/28/2025 17:31,,59:59.0,32,3.465735903
0,0,0,0,0,11/20/2024 16:37,,59:59.0,90,4.49980967
1,0,1,0,0,12/5/2024 16:43,,59:59.0,90,4.49980967
0,0,0,0,0,11/20/2024 16:45,,59:59.0,90,4.49980967
1,0,1,0,0,2/21/2025 14:44,,59:59.0,39,3.663561646
2,1,4,0,1,12/4/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,12/11/2024 16:38,,59:59.0,90,4.49980967
1,0,1,0,0,1/22/2025 16:37,,59:59.0,69,4.234106505
0,0,0,0,0,2/21/2025 14:40,,59:59.0,39,3.663561646
2,0,2,0,0,1/8/2025 16:37,,59:59.0,83,4.418840608
0,1,1,0,0,12/5/2024 16:35,,59:59.0,90,4.49980967
0,0,0,0,1,10/2/2024 16:37,,59:59.0,90,4.49980967
2,0,2,0,0,1/29/2025 16:36,,59:59.0,62,4.127134385
0,0,0,0,0,10/8/2024 16:32,,59:59.0,90,4.49980967
0,0,0,0,0,2/12/2025 16:29,,59:59.0,48,3.871201011
0,1,6,0,0,11/20/2024 16:34,,59:59.0,90,4.49980967
2,1,6,0,0,1/24/2025 10:23,,59:59.0,67,4.204692619
0,1,1,0,0,12/18/2024 16:35,,59:59.0,90,4.49980967
0,0,0,1,0,12/11/2024 16:38,,59:59.0,90,4.49980967
0,1,1,0,0,10/24/2024 15:59,,59:59.0,90,4.49980967
1,1,3,0,0,10/24/2024 16:39,,59:59.0,90,4.49980967
1,0,1,0,1,12/12/2024 16:42,,59:59.0,90,4.49980967
0,0,0,0,0,11/20/2024 16:40,,59:59.0,90,4.49980967
10,0,11,0,0,1/8/2025 16:30,06:26.5,59:59.0,83,4.418840608
0,0,0,0,0,1/29/2025 12:37,,59:59.0,62,4.127134385
2,0,2,0,0,12/18/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,10/9/2024 16:38,,59:59.0,90,4.49980967
0,1,1,0,0,11/27/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,10/23/2024 17:06,,59:59.0,90,4.49980967
0,0,0,0,0,12/11/2024 16:36,,59:59.0,90,4.49980967
1,0,2,0,0,2/21/2025 17:31,,59:59.0,39,3.663561646
0,0,0,0,0,2/26/2025 16:35,,59:59.0,34,3.526360525
0,0,0,0,0,2/26/2025 16:48,,59:59.0,34,3.526360525
0,1,2,0,0,10/23/2024 16:42,,59:59.0,90,4.49980967
0,0,0,0,0,1/8/2025 16:30,,59:59.0,83,4.418840608
0,1,1,0,1,11/6/2024 16:43,,59:59.0,90,4.49980967
0,0,1,0,0,10/16/2024 22:19,,59:59.0,90,4.49980967
0,0,0,0,0,2/21/2025 17:26,,59:59.0,39,3.663561646
1,0,1,0,0,2/7/2025 17:39,,59:59.0,53,3.970291914
0,0,0,0,0,2/26/2025 16:30,,59:59.0,34,3.526360525
2,0,2,0,0,2/21/2025 14:45,,59:59.0,39,3.663561646
1,0,1,0,0,2/21/2025 17:33,,59:59.0,39,3.663561646
2,0,2,1,0,12/18/2024 16:37,,59:59.0,90,4.49980967
0,0,0,0,0,12/5/2024 16:42,,59:59.0,90,4.49980967
9,1,12,1,0,12/11/2024 16:38,14:18.6,14:18.6,55,4.007333185
0,0,0,0,0,12/2/2024 16:46,,59:59.0,90,4.49980967
0,1,1,0,0,11/6/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,11/27/2024 16:39,,59:59.0,90,4.49980967
0,0,0,0,0,1/31/2025 17:33,,59:59.0,60,4.094344562
1,0,1,0,0,12/5/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,1/28/2025 8:23,,59:59.0,63,4.143134726
0,0,0,0,0,12/19/2024 16:46,,59:59.0,90,4.49980967
0,0,0,0,0,12/18/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,1/29/2025 16:44,,59:59.0,62,4.127134385
0,0,0,0,0,11/27/2024 19:11,,59:59.0,90,4.49980967
0,1,1,0,0,11/6/2024 16:42,,59:59.0,90,4.49980967
0,0,0,0,0,2/26/2025 16:25,,59:59.0,34,3.526360525
3,0,3,0,0,1/15/2025 16:34,,59:59.0,76,4.33073334
0,0,0,0,0,12/4/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,10/30/2024 16:52,,59:59.0,90,4.49980967
3,0,4,1,0,2/21/2025 17:38,,59:59.0,39,3.663561646
3,0,3,1,0,12/12/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,12/19/2024 17:55,,59:59.0,90,4.49980967
7,0,7,0,0,12/18/2024 16:36,,59:59.0,90,4.49980967
1,1,2,0,0,12/12/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,1/15/2025 16:37,,59:59.0,76,4.33073334
2,0,2,1,0,2/21/2025 14:46,,59:59.0,39,3.663561646
2,1,4,1,0,11/20/2024 16:49,,59:59.0,90,4.49980967
0,0,0,0,0,12/5/2024 16:55,,59:59.0,90,4.49980967
1,0,1,0,0,2/21/2025 17:31,,59:59.0,39,3.663561646
0,0,0,0,0,2/21/2025 17:32,,59:59.0,39,3.663561646
1,1,2,0,0,10/5/2024 15:18,,59:59.0,90,4.49980967
0,0,0,0,0,1/29/2025 16:38,,59:59.0,62,4.127134385
1,0,1,0,0,10/28/2024 10:39,,59:59.0,90,4.49980967
1,0,1,1,0,2/19/2025 16:42,,59:59.0,41,3.713572067
0,0,0,0,0,1/30/2025 22:10,,59:59.0,61,4.110873864
0,0,0,0,0,12/19/2024 15:58,,59:59.0,90,4.49980967
1,0,1,0,0,1/15/2025 16:36,,59:59.0,76,4.33073334
7,0,8,0,0,1/31/2025 10:31,,59:59.0,60,4.094344562
2,0,2,0,0,1/31/2025 17:34,,59:59.0,60,4.094344562
0,0,0,0,0,12/5/2024 16:37,,59:59.0,90,4.49980967
0,0,0,0,0,2/21/2025 17:44,,59:59.0,39,3.663561646
0,0,0,0,0,12/18/2024 18:44,,59:59.0,90,4.49980967
0,0,0,0,0,11/27/2024 18:29,,59:59.0,90,4.49980967
0,1,8,0,0,10/16/2024 16:40,,59:59.0,90,4.49980967
0,1,2,0,0,10/17/2024 9:34,,59:59.0,90,4.49980967
1,0,1,0,0,12/4/2024 16:38,,59:59.0,90,4.49980967
1,0,1,0,0,12/12/2024 16:41,,59:59.0,90,4.49980967
1,0,1,0,0,1/7/2025 16:39,,59:59.0,84,4.430816799
0,0,0,0,1,2/28/2025 17:30,,59:59.0,32,3.465735903
0,0,0,0,0,1/22/2025 16:37,,59:59.0,69,4.234106505
0,0,0,0,0,2/5/2025 16:27,,59:59.0,55,4.007333185
0,0,0,0,0,12/16/2024 16:55,,59:59.0,90,4.49980967
0,0,0,0,0,1/29/2025 16:33,,59:59.0,62,4.127134385
0,0,0,0,0,2/5/2025 16:30,,59:59.0,55,4.007333185
6,0,7,0,0,11/6/2024 16:43,,59:59.0,90,4.49980967
1,0,1,0,0,2/21/2025 7:41,,59:59.0,39,3.663561646
0,0,0,0,0,10/16/2024 16:39,,59:59.0,90,4.49980967
3,1,6,0,0,11/6/2024 17:03,,59:59.0,90,4.49980967
0,0,0,0,0,1/16/2025 17:48,,59:59.0,75,4.317488114
0,0,0,0,0,10/23/2024 16:42,,59:59.0,90,4.49980967
0,0,0,0,0,2/7/2025 17:32,,59:59.0,53,3.970291914
1,0,1,0,0,1/29/2025 16:41,,59:59.0,62,4.127134385
0,0,0,0,0,10/30/2024 16:31,,59:59.0,90,4.49980967
0,0,0,0,0,10/2/2024 16:30,,59:59.0,90,4.49980967
10,1,12,0,0,12/5/2024 16:41,55:42.7,55:42.7,58,4.060443011
1,0,1,0,0,2/28/2025 14:43,,59:59.0,32,3.465735903
2,0,2,0,0,12/11/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,12/12/2024 16:41,,59:59.0,90,4.49980967
1,0,1,0,0,2/21/2025 14:57,,59:59.0,39,3.663561646
0,0,0,0,0,1/22/2025 16:41,,59:59.0,69,4.234106505
0,1,3,0,0,11/27/2024 16:38,,59:59.0,90,4.49980967
2,0,2,0,0,2/7/2025 17:30,,59:59.0,53,3.970291914
0,0,0,0,0,10/23/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,12/19/2024 16:39,,59:59.0,90,4.49980967
0,0,0,0,0,2/5/2025 16:26,,59:59.0,55,4.007333185
0,0,0,0,0,1/8/2025 16:28,,59:59.0,83,4.418840608
1,0,1,0,0,12/11/2024 19:28,,59:59.0,90,4.49980967
0,0,0,0,0,2/26/2025 16:37,,59:59.0,34,3.526360525
1,1,10,0,0,11/13/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,1/29/2025 16:41,,59:59.0,62,4.127134385
1,0,1,0,1,2/28/2025 17:24,,59:59.0,32,3.465735903
8,0,9,0,0,2/6/2025 10:05,,59:59.0,54,3.988984047
4,1,5,1,1,11/27/2024 16:39,,59:59.0,90,4.49980967
0,1,1,1,0,11/27/2024 16:40,,59:59.0,90,4.49980967
4,1,12,0,0,12/5/2024 16:40,09:29.4,09:29.4,28,3.33220451
0,0,0,0,0,12/19/2024 16:40,,59:59.0,90,4.49980967
3,1,7,0,0,10/2/2024 16:42,,59:59.0,90,4.49980967
1,0,1,0,0,1/24/2025 17:30,,59:59.0,67,4.204692619
0,1,1,0,0,10/2/2024 16:37,,59:59.0,90,4.49980967
5,0,5,0,0,1/8/2025 16:31,,59:59.0,83,4.418840608
0,1,2,0,0,10/23/2024 16:21,,59:59.0,90,4.49980967
1,0,1,0,0,2/19/2025 16:17,,59:59.0,41,3.713572067
4,0,4,0,0,12/11/2024 16:40,,59:59.0,90,4.49980967
7,0,7,0,0,12/18/2024 16:33,,59:59.0,90,4.49980967
2,0,2,0,0,2/19/2025 16:32,,59:59.0,41,3.713572067
0,0,0,0,0,11/13/2024 16:32,,59:59.0,90,4.49980967
1,1,3,0,0,10/30/2024 16:54,,59:59.0,90,4.49980967
0,0,0,0,0,1/22/2025 15:56,,59:59.0,69,4.234106505
0,0,0,0,0,12/5/2024 16:34,,59:59.0,90,4.49980967
1,0,1,0,0,2/7/2025 17:32,,59:59.0,53,3.970291914
0,0,0,0,0,10/2/2024 16:55,,59:59.0,90,4.49980967
1,0,1,0,0,12/11/2024 16:12,,59:59.0,90,4.49980967
4,0,4,1,0,1/31/2025 17:33,,59:59.0,60,4.094344562
0,0,0,0,0,1/15/2025 16:36,,59:59.0,76,4.33073334
0,1,1,0,0,10/23/2024 16:59,,59:59.0,90,4.49980967
0,0,0,0,0,11/13/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,2/21/2025 17:27,,59:59.0,39,3.663561646
0,0,0,0,0,11/6/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,2/5/2025 16:40,,59:59.0,55,4.007333185
2,1,4,0,0,11/6/2024 16:39,,59:59.0,90,4.49980967
0,0,0,0,0,2/7/2025 17:26,,59:59.0,53,3.970291914
1,1,3,0,0,11/6/2024 16:50,,59:59.0,90,4.49980967
0,0,0,0,0,12/13/2024 12:58,,59:59.0,90,4.49980967
0,0,0,0,0,1/22/2025 16:06,,59:59.0,69,4.234106505
0,0,0,0,0,12/19/2024 17:56,,59:59.0,90,4.49980967
0,0,0,0,0,12/4/2024 16:38,,59:59.0,90,4.49980967
6,1,10,0,0,12/11/2024 16:46,,59:59.0,90,4.49980967
7,1,12,0,1,10/16/2024 16:50,19:29.0,19:29.0,80,4.382026635
12,0,12,0,0,1/24/2025 17:36,26:50.9,26:50.9,56,4.025351691
0,1,1,0,1,10/16/2024 16:45,,59:59.0,90,4.49980967
1,0,1,0,0,2/28/2025 17:29,,59:59.0,32,3.465735903
0,0,0,0,0,10/9/2024 16:43,,59:59.0,90,4.49980967
2,0,2,0,0,11/27/2024 16:16,,59:59.0,90,4.49980967
0,0,0,0,1,1/31/2025 17:39,,59:59.0,60,4.094344562
0,0,0,0,0,11/13/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,2/28/2025 17:36,,59:59.0,32,3.465735903
0,0,0,0,0,11/13/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,2/26/2025 16:32,,59:59.0,34,3.526360525
0,0,0,0,0,2/19/2025 16:32,,59:59.0,41,3.713572067
0,0,0,0,0,2/21/2025 17:31,,59:59.0,39,3.663561646
0,0,0,0,0,10/2/2024 16:32,,59:59.0,90,4.49980967
0,0,0,0,0,2/5/2025 16:33,,59:59.0,55,4.007333185
2,0,2,0,1,12/18/2024 16:33,,59:59.0,90,4.49980967
2,0,2,0,0,2/19/2025 16:32,,59:59.0,41,3.713572067
5,1,7,0,0,12/11/2024 16:36,,59:59.0,90,4.49980967
0,0,0,0,0,10/23/2024 16:42,,59:59.0,90,4.49980967
3,1,5,0,0,12/5/2024 16:37,,59:59.0,90,4.49980967
1,0,1,0,0,1/22/2025 16:39,,59:59.0,69,4.234106505
4,1,5,1,0,12/11/2024 17:37,,59:59.0,90,4.49980967
0,0,0,0,0,12/5/2024 16:35,,59:59.0,90,4.49980967
7,1,9,1,1,12/5/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,10/24/2024 16:40,,59:59.0,90,4.49980967
1,0,1,0,0,12/12/2024 16:45,,59:59.0,90,4.49980967
1,0,1,0,0,2/28/2025 14:46,,59:59.0,32,3.465735903
2,0,2,0,1,1/8/2025 16:30,,59:59.0,83,4.418840608
1,0,1,0,0,2/21/2025 14:45,,59:59.0,39,3.663561646
0,0,0,0,0,10/2/2024 16:30,,59:59.0,90,4.49980967
0,0,0,0,0,12/12/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,2/5/2025 16:30,,59:59.0,55,4.007333185
0,0,0,0,0,12/4/2024 16:46,,59:59.0,90,4.49980967
3,0,3,0,0,2/12/2025 16:43,,59:59.0,48,3.871201011
0,0,0,0,0,12/12/2024 16:42,,59:59.0,90,4.49980967
1,0,1,0,0,2/28/2025 17:30,,59:59.0,32,3.465735903
1,0,1,0,0,2/7/2025 17:32,,59:59.0,53,3.970291914
1,0,1,0,0,12/5/2024 16:38,,59:59.0,90,4.49980967
2,0,2,0,0,2/28/2025 14:24,,59:59.0,32,3.465735903
0,0,0,0,0,2/12/2025 16:33,,59:59.0,48,3.871201011
0,0,0,0,0,2/28/2025 15:04,,59:59.0,32,3.465735903
0,0,0,0,1,2/21/2025 14:39,,59:59.0,39,3.663561646
0,0,0,0,0,1/15/2025 16:36,,59:59.0,76,4.33073334
0,0,0,0,0,11/13/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,12/11/2024 16:34,,59:59.0,90,4.49980967
0,1,1,0,0,12/18/2024 16:15,,59:59.0,90,4.49980967
0,0,0,0,0,1/8/2025 18:03,,59:59.0,83,4.418840608
3,0,3,0,0,2/19/2025 16:28,,59:59.0,41,3.713572067
0,1,1,0,0,10/30/2024 16:40,,59:59.0,90,4.49980967
1,0,1,0,0,2/7/2025 17:31,,59:59.0,53,3.970291914
5,0,5,0,1,1/31/2025 17:33,,59:59.0,60,4.094344562
0,0,0,0,0,11/27/2024 16:39,,59:59.0,90,4.49980967
1,1,4,0,1,12/4/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,12/18/2024 16:42,,59:59.0,90,4.49980967
2,1,4,0,0,12/12/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,1,2/28/2025 17:30,,59:59.0,32,3.465735903
0,0,1,0,0,12/8/2024 8:20,,59:59.0,90,4.49980967
1,0,1,0,0,1/8/2025 16:30,,59:59.0,83,4.418840608
1,0,1,0,0,11/20/2024 16:40,,59:59.0,90,4.49980967
0,1,1,0,0,10/26/2024 10:48,,59:59.0,90,4.49980967
0,0,0,0,0,12/5/2024 22:07,,59:59.0,90,4.49980967
0,0,0,0,0,2/28/2025 14:55,,59:59.0,32,3.465735903
3,0,3,1,0,12/12/2024 16:40,,59:59.0,90,4.49980967
0,0,0,0,0,2/21/2025 20:40,,59:59.0,39,3.663561646
0,0,0,0,0,10/9/2024 16:43,,59:59.0,90,4.49980967
0,0,0,0,0,10/2/2024 16:51,,59:59.0,90,4.49980967
0,0,0,0,0,12/12/2024 16:42,,59:59.0,90,4.49980967
1,0,1,0,0,1/15/2025 16:36,,59:59.0,76,4.33073334
0,1,2,0,1,11/6/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,10/9/2024 16:44,,59:59.0,90,4.49980967
0,0,0,0,0,10/16/2024 16:53,,59:59.0,90,4.49980967
0,0,0,0,0,11/20/2024 16:37,,59:59.0,90,4.49980967
1,0,1,0,0,10/30/2024 20:11,,59:59.0,90,4.49980967
0,0,0,0,0,11/6/2024 16:41,,59:59.0,90,4.49980967
0,0,0,0,0,2/26/2025 14:53,,59:59.0,34,3.526360525
1,1,2,0,1,10/24/2024 9:17,,59:59.0,90,4.49980967
1,0,1,1,0,1/29/2025 16:45,,59:59.0,62,4.127134385
0,0,0,1,1,1/10/2025 3:55,,59:59.0,81,4.394449155
1,0,1,0,0,2/21/2025 14:36,,59:59.0,39,3.663561646
2,0,2,0,0,2/28/2025 14:41,,59:59.0,32,3.465735903
1,0,1,0,0,2/26/2025 16:45,,59:59.0,34,3.526360525
1,0,1,1,0,12/19/2024 16:50,,59:59.0,90,4.49980967
0,0,0,0,0,2/26/2025 16:17,,59:59.0,34,3.526360525
1,0,2,0,0,1/29/2025 16:53,,59:59.0,62,4.127134385
7,1,10,0,0,12/19/2024 16:46,,59:59.0,90,4.49980967
0,0,0,0,0,2/26/2025 16:27,,59:59.0,34,3.526360525
8,0,8,0,1,1/30/2025 10:35,,59:59.0,61,4.110873864
3,0,7,0,0,1/29/2025 14:47,,59:59.0,62,4.127134385
1,0,1,0,0,1/15/2025 16:36,,59:59.0,76,4.33073334
0,0,0,0,0,1/8/2025 16:31,,59:59.0,83,4.418840608
6,0,6,0,1,1/29/2025 12:37,,59:59.0,62,4.127134385
1,0,2,0,0,2/21/2025 14:45,,59:59.0,39,3.663561646
0,1,2,1,0,10/23/2024 16:45,,59:59.0,90,4.49980967
0,0,0,0,0,1/22/2025 16:39,,59:59.0,69,4.234106505
1,0,1,0,0,12/12/2024 16:38,,59:59.0,90,4.49980967
0,0,0,0,0,10/23/2024 16:42,,59:59.0,90,4.49980967
0,0,0,0,0,2/28/2025 14:45,,59:59.0,32,3.465735903
0,0,0,0,0,11/13/2024 16:40,,59:59.0,90,4.49980967
0,1,1,0,0,10/10/2024 10:08,,59:59.0,90,4.49980967
1,0,1,1,0,2/7/2025 13:54,,59:59.0,53,3.970291914
