q1_completions,prior_before_q1,ever_completions,tutored,multi_interest,enroll_date,module12_date,exposure_end,exposure_days_q1,offset_log_days
11,0,11,0,0,11/6/2024 16:43,02:59.1,02:59.1,131,4.875197323
1,0,2,0,0,5/7/2025 16:35,,59:59.0,55,4.007333185
2,0,2,0,0,4/28/2025 16:31,,59:59.0,64,4.158883083
1,0,1,1,0,3/18/2025 10:24,,59:59.0,105,4.65396035
1,0,1,0,0,2/21/2025 7:41,,59:59.0,130,4.86753445
0,0,0,0,0,10/16/2024 16:39,,59:59.0,181,5.198497031
0,0,0,0,0,3/21/2025 17:33,,59:59.0,102,4.624972813
1,0,1,0,0,5/27/2025 17:13,,59:59.0,35,3.555348061
0,0,0,0,0,4/16/2025 16:24,,59:59.0,76,4.33073334
5,1,8,0,0,11/6/2024 17:03,,59:59.0,181,5.198497031
0,0,0,0,0,1/16/2025 17:48,,59:59.0,166,5.111987788
0,0,0,0,0,10/23/2024 16:42,,59:59.0,181,5.198497031
1,0,1,0,0,3/28/2025 14:29,,59:59.0,95,4.553876892
0,0,0,0,0,2/7/2025 17:32,,59:59.0,144,4.9698133
2,0,3,1,0,5/1/2025 11:18,,59:59.0,61,4.110873864
0,0,1,0,0,5/28/2025 16:33,,59:59.0,34,3.526360525
0,0,0,0,0,5/23/2025 17:44,,59:59.0,39,3.663561646
0,0,0,0,0,3/5/2025 16:38,,59:59.0,118,4.770684624
2,0,2,0,0,1/29/2025 16:41,,59:59.0,153,5.030437921
1,0,1,0,0,5/21/2025 16:48,,59:59.0,41,3.713572067
7,0,8,0,0,4/4/2025 14:36,,59:59.0,88,4.477336814
10,0,11,0,0,4/25/2025 14:36,,59:59.0,67,4.204692619
0,0,0,0,0,10/2/2024 16:30,,59:59.0,181,5.198497031
10,1,12,0,0,12/5/2024 16:41,55:42.7,55:42.7,58,4.060443011
8,0,8,1,0,4/9/2025 16:24,,59:59.0,83,4.418840608
2,0,2,0,1,2/28/2025 14:43,,59:59.0,123,4.812184355
1,0,1,0,0,3/21/2025 17:32,,59:59.0,102,4.624972813
1,0,1,0,1,3/19/2025 16:26,,59:59.0,104,4.644390899
1,0,1,0,0,3/5/2025 16:21,,59:59.0,118,4.770684624
0,0,0,0,0,5/28/2025 16:32,,59:59.0,34,3.526360525
4,0,5,0,0,4/18/2025 14:29,,59:59.0,74,4.304065093
7,0,7,0,1,4/2/2025 16:33,,59:59.0,90,4.49980967
2,0,2,0,0,12/11/2024 16:38,,59:59.0,181,5.198497031
0,0,0,0,0,12/12/2024 16:41,,59:59.0,181,5.198497031
0,0,0,0,0,3/14/2025 17:37,,59:59.0,109,4.691347882
2,0,2,0,1,3/28/2025 18:17,,59:59.0,95,4.553876892
2,0,2,0,0,2/21/2025 14:57,,59:59.0,130,4.86753445
0,0,0,0,0,1/22/2025 16:41,,59:59.0,160,5.075173815
2,0,2,0,0,2/7/2025 17:30,,59:59.0,144,4.9698133
0,0,0,0,0,10/23/2024 16:40,,59:59.0,181,5.198497031
3,0,3,0,0,4/2/2025 17:12,,59:59.0,90,4.49980967
0,0,0,0,0,4/18/2025 14:28,,59:59.0,74,4.304065093
0,0,0,0,1,2/5/2025 16:26,,59:59.0,146,4.983606622
0,0,0,0,0,1/8/2025 16:28,,59:59.0,174,5.159055299
0,0,0,0,0,4/23/2025 16:26,,59:59.0,69,4.234106505
1,0,1,0,0,4/9/2025 16:26,,59:59.0,83,4.418840608
2,0,2,0,0,4/18/2025 14:31,,59:59.0,74,4.304065093
1,0,1,0,0,3/5/2025 16:29,,59:59.0,118,4.770684624
0,0,0,0,0,1/29/2025 16:41,,59:59.0,153,5.030437921
0,0,0,0,0,4/23/2025 16:33,,59:59.0,69,4.234106505
1,0,1,0,1,2/28/2025 17:24,,59:59.0,123,4.812184355
12,0,12,0,0,2/6/2025 10:05,49:29.7,49:29.7,63,4.143134726
11,0,11,0,0,5/28/2025 16:35,,59:59.0,34,3.526360525
2,0,2,0,0,5/21/2025 16:41,,59:59.0,41,3.713572067
0,0,0,0,1,3/15/2025 23:32,,59:59.0,108,4.682131227
4,1,5,1,0,11/27/2024 16:39,,59:59.0,181,5.198497031
0,1,1,1,0,11/27/2024 16:40,,59:59.0,181,5.198497031
4,1,12,0,0,12/5/2024 16:40,09:29.4,09:29.4,28,3.33220451
2,0,2,0,0,3/21/2025 17:35,,59:59.0,102,4.624972813
3,1,7,0,0,10/2/2024 16:42,,59:59.0,181,5.198497031
1,0,1,0,0,1/24/2025 17:30,,59:59.0,158,5.062595033
0,1,1,0,0,10/2/2024 16:37,,59:59.0,181,5.198497031
0,0,0,0,0,4/23/2025 21:26,,59:59.0,69,4.234106505
12,0,12,1,0,1/8/2025 16:31,31:46.4,31:46.4,133,4.890349128
1,1,3,0,0,10/23/2024 16:21,,59:59.0,181,5.198497031
1,0,1,0,0,2/19/2025 16:17,,59:59.0,132,4.882801923
0,0,0,0,0,4/5/2025 11:42,,59:59.0,87,4.465908119
2,0,2,0,0,4/18/2025 17:31,,59:59.0,74,4.304065093
1,0,1,0,0,3/28/2025 17:26,,59:59.0,95,4.553876892
4,0,4,0,1,12/11/2024 16:40,,59:59.0,181,5.198497031
7,0,7,0,0,12/18/2024 16:33,,59:59.0,181,5.198497031
1,0,1,0,0,4/9/2025 16:36,,59:59.0,83,4.418840608
8,0,8,1,0,2/19/2025 16:32,,59:59.0,132,4.882801923
0,0,0,0,0,5/14/2025 16:39,,59:59.0,48,3.871201011
0,0,0,0,0,5/30/2025 17:34,,59:59.0,32,3.465735903
2,0,2,0,0,3/7/2025 20:47,,59:59.0,116,4.753590191
0,0,0,0,0,5/14/2025 16:32,,59:59.0,48,3.871201011
0,0,0,0,0,4/29/2025 6:26,,59:59.0,63,4.143134726
3,0,3,0,1,4/9/2025 16:31,,59:59.0,83,4.418840608
0,0,0,0,0,1/22/2025 15:56,,59:59.0,160,5.075173815
0,0,0,0,1,4/11/2025 17:30,,59:59.0,81,4.394449155
0,0,0,0,0,12/5/2024 16:34,,59:59.0,181,5.198497031
0,0,0,0,0,4/2/2025 16:33,,59:59.0,90,4.49980967
0,0,0,0,1,4/23/2025 16:30,,59:59.0,69,4.234106505
6,0,7,0,0,2/7/2025 17:32,,59:59.0,144,4.9698133
0,0,0,0,0,4/4/2025 14:35,,59:59.0,88,4.477336814
1,0,1,0,1,3/5/2025 16:32,,59:59.0,118,4.770684624
1,0,1,0,0,3/14/2025 17:24,,59:59.0,109,4.691347882
0,0,0,0,0,10/2/2024 16:55,,59:59.0,181,5.198497031
2,0,2,1,0,12/11/2024 16:12,,59:59.0,181,5.198497031
0,0,0,0,0,5/31/2025 18:43,,59:59.0,31,3.433987204
2,0,2,0,0,3/7/2025 14:37,,59:59.0,116,4.753590191
0,0,0,0,0,4/30/2025 16:20,,59:59.0,62,4.127134385
4,0,4,1,0,1/31/2025 17:33,,59:59.0,151,5.017279837
0,0,0,0,0,1/15/2025 16:36,,59:59.0,167,5.117993812
0,1,1,0,0,10/23/2024 16:59,,59:59.0,181,5.198497031
0,0,0,0,1,3/26/2025 16:31,,59:59.0,97,4.574710979
0,0,0,0,0,3/26/2025 16:26,,59:59.0,97,4.574710979
7,0,8,0,0,4/25/2025 14:34,,59:59.0,67,4.204692619
1,0,1,0,1,11/13/2024 16:38,,59:59.0,181,5.198497031
0,0,0,0,0,2/21/2025 17:27,,59:59.0,130,4.86753445
1,0,1,0,0,3/12/2025 16:31,,59:59.0,111,4.709530201
0,0,0,0,0,5/28/2025 16:36,,59:59.0,34,3.526360525
1,0,1,0,0,3/28/2025 17:25,,59:59.0,95,4.553876892
1,0,1,1,0,4/30/2025 10:10,,59:59.0,62,4.127134385
2,0,2,0,0,3/21/2025 14:37,,59:59.0,102,4.624972813
2,0,2,0,1,5/23/2025 14:41,,59:59.0,39,3.663561646
0,0,0,0,0,2/5/2025 16:40,,59:59.0,146,4.983606622
3,1,5,0,1,11/6/2024 16:39,,59:59.0,181,5.198497031
4,0,4,0,0,3/21/2025 17:29,,59:59.0,102,4.624972813
0,0,0,0,0,3/14/2025 14:10,,59:59.0,109,4.691347882
0,0,0,0,0,2/7/2025 17:26,,59:59.0,144,4.9698133
2,0,2,0,0,3/21/2025 17:28,,59:59.0,102,4.624972813
0,0,0,0,0,3/7/2025 17:31,,59:59.0,116,4.753590191
8,0,8,1,0,4/4/2025 16:17,,59:59.0,88,4.477336814
0,0,0,0,0,3/7/2025 15:00,,59:59.0,116,4.753590191
0,0,0,0,0,12/13/2024 12:58,,59:59.0,181,5.198497031
2,0,2,0,1,1/22/2025 16:06,,59:59.0,160,5.075173815
0,0,0,0,0,5/21/2025 17:05,,59:59.0,41,3.713572067
2,0,2,0,0,3/20/2025 7:32,,59:59.0,103,4.634728988
0,0,0,0,0,5/30/2025 14:37,,59:59.0,32,3.465735903
1,0,1,0,0,4/2/2025 16:48,,59:59.0,90,4.49980967
11,1,12,1,1,12/11/2024 16:46,09:47.0,09:47.0,145,4.976733742
1,0,1,0,0,5/21/2025 17:27,,59:59.0,41,3.713572067
1,0,1,0,0,5/23/2025 17:27,,59:59.0,39,3.663561646
7,1,12,0,0,10/16/2024 16:50,19:29.0,19:29.0,80,4.382026635
12,0,12,0,0,1/24/2025 17:36,26:50.9,26:50.9,56,4.025351691
0,1,1,0,0,10/16/2024 16:45,,59:59.0,181,5.198497031
7,0,7,0,0,4/23/2025 16:29,,59:59.0,69,4.234106505
3,0,3,0,1,2/28/2025 17:29,,59:59.0,123,4.812184355
0,0,0,0,0,10/9/2024 16:43,,59:59.0,181,5.198497031
3,0,3,0,0,11/27/2024 16:16,,59:59.0,181,5.198497031
0,0,0,0,0,1/31/2025 17:39,,59:59.0,151,5.017279837
7,0,7,0,1,4/11/2025 14:40,,59:59.0,81,4.394449155
0,0,0,0,0,4/25/2025 17:32,,59:59.0,67,4.204692619
1,0,1,0,0,5/7/2025 16:27,,59:59.0,55,4.007333185
0,0,0,0,1,2/28/2025 17:36,,59:59.0,123,4.812184355
1,0,1,0,0,2/26/2025 16:32,,59:59.0,125,4.828313737
3,0,3,0,0,3/28/2025 17:46,,59:59.0,95,4.553876892
0,0,0,0,0,2/19/2025 16:32,,59:59.0,132,4.882801923
2,0,2,0,0,4/16/2025 16:24,,59:59.0,76,4.33073334
2,0,2,0,1,5/23/2025 14:42,,59:59.0,39,3.663561646
1,0,1,0,0,5/7/2025 16:26,,59:59.0,55,4.007333185
12,0,12,0,0,3/28/2025 14:32,12:42.2,12:42.2,43,3.761200116
3,0,3,0,0,3/26/2025 16:32,,59:59.0,97,4.574710979
0,0,0,0,0,2/21/2025 17:31,,59:59.0,130,4.86753445
0,0,0,0,0,10/2/2024 16:32,,59:59.0,181,5.198497031
0,0,0,0,0,4/8/2025 9:19,,59:59.0,84,4.430816799
0,0,0,0,0,2/5/2025 16:33,,59:59.0,146,4.983606622
0,0,0,0,0,3/21/2025 17:28,,59:59.0,102,4.624972813
2,0,2,0,0,5/23/2025 14:41,,59:59.0,39,3.663561646
3,0,3,0,0,12/18/2024 16:33,,59:59.0,181,5.198497031
4,0,4,0,0,2/19/2025 16:32,,59:59.0,132,4.882801923
1,0,1,0,0,5/30/2025 14:35,,59:59.0,32,3.465735903
1,0,1,0,0,5/21/2025 16:50,,59:59.0,41,3.713572067
0,0,0,0,0,4/11/2025 14:39,,59:59.0,81,4.394449155
3,0,3,0,0,3/3/2025 15:58,,59:59.0,120,4.787491743
2,0,2,0,0,4/18/2025 18:34,,59:59.0,74,4.304065093
1,0,1,0,0,3/21/2025 14:41,,59:59.0,102,4.624972813
1,0,1,0,0,3/7/2025 17:31,,59:59.0,116,4.753590191
0,0,0,0,1,5/30/2025 14:44,,59:59.0,32,3.465735903
0,0,0,0,1,10/23/2024 16:42,,59:59.0,181,5.198497031
0,0,0,0,0,4/14/2025 13:51,,59:59.0,78,4.356708827
4,1,6,0,0,12/5/2024 16:37,,59:59.0,181,5.198497031
8,0,8,0,0,1/22/2025 16:39,,59:59.0,160,5.075173815
0,0,0,0,0,3/19/2025 17:49,,59:59.0,104,4.644390899
6,1,7,1,0,12/11/2024 17:37,,59:59.0,181,5.198497031
0,0,0,0,0,12/5/2024 16:35,,59:59.0,181,5.198497031
0,0,0,0,1,5/23/2025 14:36,,59:59.0,39,3.663561646
10,1,12,1,0,12/5/2024 16:41,57:50.0,57:50.0,110,4.700480366
0,0,0,0,0,3/19/2025 16:36,,59:59.0,104,4.644390899
0,0,0,0,0,10/24/2024 16:40,,59:59.0,181,5.198497031
0,0,0,0,0,3/28/2025 17:33,,59:59.0,95,4.553876892
1,0,1,0,0,2/28/2025 14:46,,59:59.0,123,4.812184355
2,0,2,0,1,1/8/2025 16:30,,59:59.0,174,5.159055299
0,0,0,0,0,5/2/2025 14:37,,59:59.0,60,4.094344562
3,0,3,0,0,2/21/2025 14:45,,59:59.0,130,4.86753445
0,0,0,0,0,10/2/2024 16:30,,59:59.0,181,5.198497031
12,0,12,0,0,5/28/2025 16:05,25:19.7,25:19.7,27,3.295836866
0,0,0,0,0,5/28/2025 16:33,,59:59.0,34,3.526360525
2,0,2,0,1,4/2/2025 16:29,,59:59.0,90,4.49980967
0,0,0,0,0,2/5/2025 16:30,,59:59.0,146,4.983606622
0,0,0,0,0,3/28/2025 14:08,,59:59.0,95,4.553876892
0,0,0,0,0,5/7/2025 16:27,,59:59.0,55,4.007333185
3,0,3,0,1,2/12/2025 16:43,,59:59.0,139,4.934473933
0,0,0,0,0,5/23/2025 14:39,,59:59.0,39,3.663561646
0,0,0,0,0,3/5/2025 16:36,,59:59.0,118,4.770684624
0,0,0,0,1,3/26/2025 16:31,,59:59.0,97,4.574710979
0,0,0,0,0,12/12/2024 16:42,,59:59.0,181,5.198497031
0,0,0,0,1,5/31/2025 14:21,,59:59.0,31,3.433987204
1,0,1,0,0,2/28/2025 17:30,,59:59.0,123,4.812184355
0,0,0,0,1,5/28/2025 16:34,,59:59.0,34,3.526360525
3,0,3,0,1,2/7/2025 17:32,,59:59.0,144,4.9698133
1,0,1,0,0,3/7/2025 17:32,,59:59.0,116,4.753590191
0,0,0,0,1,3/28/2025 14:44,,59:59.0,95,4.553876892
7,0,7,0,0,3/7/2025 17:31,,59:59.0,116,4.753590191
12,0,12,0,0,2/28/2025 14:24,08:14.6,08:14.6,71,4.262679877
0,0,0,0,0,2/12/2025 16:33,,59:59.0,139,4.934473933
0,0,0,0,1,2/28/2025 15:04,,59:59.0,123,4.812184355
0,0,0,0,1,2/21/2025 14:39,,59:59.0,130,4.86753445
0,0,0,0,0,1/15/2025 16:36,,59:59.0,167,5.117993812
0,0,0,0,1,5/6/2025 23:20,,59:59.0,56,4.025351691
0,0,0,0,0,5/23/2025 18:06,,59:59.0,39,3.663561646
0,0,1,0,0,5/21/2025 16:29,,59:59.0,41,3.713572067
0,1,1,0,0,12/18/2024 16:15,,59:59.0,181,5.198497031
0,0,0,0,0,5/7/2025 16:42,,59:59.0,55,4.007333185
0,0,0,0,0,3/14/2025 14:41,,59:59.0,109,4.691347882
0,0,0,0,0,1/8/2025 18:03,,59:59.0,174,5.159055299
4,0,4,0,0,2/19/2025 16:28,,59:59.0,132,4.882801923
1,0,1,0,1,4/22/2025 17:48,,59:59.0,70,4.248495242
1,0,1,0,0,2/7/2025 17:31,,59:59.0,144,4.9698133
5,0,5,0,0,1/31/2025 17:33,,59:59.0,151,5.017279837
0,0,0,0,0,4/30/2025 19:51,,59:59.0,62,4.127134385
0,0,0,1,0,3/15/2025 18:51,,59:59.0,108,4.682131227
2,1,5,0,0,12/4/2024 16:38,,59:59.0,181,5.198497031
0,0,0,0,1,4/2/2025 16:33,,59:59.0,90,4.49980967
0,0,0,0,0,2/28/2025 17:30,,59:59.0,123,4.812184355
0,0,0,0,0,3/26/2025 16:13,,59:59.0,97,4.574710979
0,0,0,0,0,5/16/2025 14:33,,59:59.0,46,3.828641396
1,0,1,0,1,4/9/2025 16:31,,59:59.0,83,4.418840608
0,0,0,0,0,3/28/2025 14:32,,59:59.0,95,4.553876892
0,0,0,0,0,4/18/2025 14:32,,59:59.0,74,4.304065093
7,0,7,0,0,4/18/2025 14:39,,59:59.0,74,4.304065093
0,0,0,0,0,4/2/2025 20:35,,59:59.0,90,4.49980967
5,0,5,1,1,4/2/2025 16:30,,59:59.0,90,4.49980967
0,0,0,0,0,5/2/2025 14:44,,59:59.0,60,4.094344562
1,0,1,0,0,12/8/2024 8:20,,59:59.0,181,5.198497031
1,0,1,0,0,1/8/2025 16:30,,59:59.0,174,5.159055299
1,0,1,0,0,3/28/2025 14:58,,59:59.0,95,4.553876892
0,0,0,0,0,5/23/2025 17:27,,59:59.0,39,3.663561646
1,0,1,0,0,5/2/2025 14:35,,59:59.0,60,4.094344562
1,1,2,0,0,4/4/2025 17:41,,59:59.0,88,4.477336814
2,0,2,0,0,3/7/2025 14:40,,59:59.0,116,4.753590191
0,0,0,0,0,4/4/2025 14:35,,59:59.0,88,4.477336814
0,0,0,0,0,12/5/2024 22:07,,59:59.0,181,5.198497031
2,0,2,0,0,2/28/2025 14:55,,59:59.0,123,4.812184355
8,0,8,1,1,12/12/2024 16:40,,59:59.0,181,5.198497031
0,0,0,0,0,4/23/2025 16:29,,59:59.0,69,4.234106505
0,0,0,0,0,2/21/2025 20:40,,59:59.0,130,4.86753445
0,0,0,0,1,10/9/2024 16:43,,59:59.0,181,5.198497031
0,0,0,0,0,10/2/2024 16:51,,59:59.0,181,5.198497031
0,0,0,0,0,5/28/2025 16:34,,59:59.0,34,3.526360525
1,0,1,0,0,3/12/2025 16:30,,59:59.0,111,4.709530201
1,0,1,0,0,12/12/2024 16:42,,59:59.0,181,5.198497031
0,0,0,0,0,3/28/2025 20:37,,59:59.0,95,4.553876892
0,0,0,0,1,4/4/2025 14:35,,59:59.0,88,4.477336814
0,0,0,0,0,5/22/2025 10:53,,59:59.0,40,3.688879454
2,0,2,0,1,3/21/2025 17:34,,59:59.0,102,4.624972813
0,0,0,0,0,3/12/2025 16:32,,59:59.0,111,4.709530201
0,0,0,0,0,3/7/2025 17:30,,59:59.0,116,4.753590191
0,0,0,0,0,3/24/2025 20:16,,59:59.0,99,4.59511985
1,0,1,0,0,4/16/2025 16:28,,59:59.0,76,4.33073334
2,0,2,0,0,3/19/2025 16:25,,59:59.0,104,4.644390899
1,0,1,0,0,1/15/2025 16:36,,59:59.0,167,5.117993812
0,0,0,0,1,10/9/2024 16:44,,59:59.0,181,5.198497031
0,0,0,0,1,10/16/2024 16:53,,59:59.0,181,5.198497031
10,0,10,0,0,5/2/2025 17:35,,59:59.0,60,4.094344562
8,0,9,0,0,4/18/2025 14:32,,59:59.0,74,4.304065093
4,0,4,0,0,3/7/2025 17:31,,59:59.0,116,4.753590191
2,0,2,0,0,4/14/2025 16:35,,59:59.0,78,4.356708827
2,0,2,0,0,4/11/2025 14:03,,59:59.0,81,4.394449155
0,0,0,0,0,11/20/2024 16:37,,59:59.0,181,5.198497031
1,0,1,0,1,10/30/2024 20:11,,59:59.0,181,5.198497031
2,0,2,0,0,5/14/2025 16:35,,59:59.0,48,3.871201011
0,0,0,1,0,5/21/2025 16:43,,59:59.0,41,3.713572067
0,0,0,0,0,4/4/2025 17:26,,59:59.0,88,4.477336814
1,0,1,0,0,4/30/2025 16:33,,59:59.0,62,4.127134385
1,0,1,0,1,4/16/2025 16:29,,59:59.0,76,4.33073334
0,0,0,0,1,4/11/2025 19:57,,59:59.0,81,4.394449155
3,0,3,0,0,5/16/2025 17:27,,59:59.0,46,3.828641396
0,0,0,0,0,3/14/2025 17:40,,59:59.0,109,4.691347882
0,0,0,1,0,5/28/2025 16:52,,59:59.0,34,3.526360525
0,0,0,0,0,2/26/2025 14:53,,59:59.0,125,4.828313737
1,1,2,0,0,10/24/2024 9:17,,59:59.0,181,5.198497031
1,0,1,1,0,1/29/2025 16:45,,59:59.0,153,5.030437921
2,0,2,0,0,4/2/2025 16:32,,59:59.0,90,4.49980967
0,0,0,1,0,1/10/2025 3:55,,59:59.0,172,5.147494477
0,0,0,0,0,5/7/2025 16:27,,59:59.0,55,4.007333185
1,0,1,0,0,5/23/2025 17:24,,59:59.0,39,3.663561646
2,0,2,0,0,2/21/2025 14:36,,59:59.0,130,4.86753445
2,0,2,0,1,3/19/2025 16:46,,59:59.0,104,4.644390899
0,0,0,1,0,3/14/2025 18:02,,59:59.0,109,4.691347882
0,0,0,0,0,5/7/2025 16:30,,59:59.0,55,4.007333185
0,0,0,0,0,4/30/2025 16:30,,59:59.0,62,4.127134385
0,0,0,0,0,4/16/2025 16:25,,59:59.0,76,4.33073334
2,0,2,0,0,4/11/2025 17:30,,59:59.0,81,4.394449155
7,0,7,1,0,3/14/2025 14:53,,59:59.0,109,4.691347882
4,0,4,0,0,2/28/2025 14:41,,59:59.0,123,4.812184355
0,0,0,1,0,3/14/2025 17:26,,59:59.0,109,4.691347882
1,0,1,0,0,2/26/2025 16:45,,59:59.0,125,4.828313737
0,0,0,0,0,2/26/2025 16:17,,59:59.0,125,4.828313737
2,0,2,0,0,4/9/2025 16:29,,59:59.0,83,4.418840608
0,0,0,0,0,3/5/2025 16:38,,59:59.0,118,4.770684624
11,0,11,0,0,1/29/2025 16:53,33:26.5,33:26.5,138,4.927253685
7,1,10,0,0,12/19/2024 16:46,,59:59.0,181,5.198497031
0,0,0,0,0,2/26/2025 16:27,,59:59.0,125,4.828313737
2,0,2,0,0,4/23/2025 16:25,,59:59.0,69,4.234106505
0,0,0,0,0,4/18/2025 14:31,,59:59.0,74,4.304065093
0,0,0,0,0,5/28/2025 16:35,,59:59.0,34,3.526360525
12,0,12,0,0,1/30/2025 10:35,49:17.4,49:17.4,70,4.248495242
12,0,12,0,0,1/29/2025 14:47,38:05.5,38:05.5,75,4.317488114
1,0,1,0,0,5/30/2025 14:44,,59:59.0,32,3.465735903
1,0,1,0,1,1/15/2025 16:36,,59:59.0,167,5.117993812
0,0,0,0,0,1/8/2025 16:31,,59:59.0,174,5.159055299
12,0,12,0,0,1/29/2025 12:37,49:16.4,49:16.4,71,4.262679877
3,0,3,0,1,2/21/2025 14:45,,59:59.0,130,4.86753445
0,1,2,1,0,10/23/2024 16:45,,59:59.0,181,5.198497031
0,0,0,0,0,4/9/2025 15:59,,59:59.0,83,4.418840608
0,0,0,0,0,1/22/2025 16:39,,59:59.0,160,5.075173815
0,0,0,0,0,10/23/2024 16:42,,59:59.0,181,5.198497031
0,0,0,0,0,5/14/2025 16:21,,59:59.0,48,3.871201011
0,0,0,0,0,2/28/2025 14:45,,59:59.0,123,4.812184355
0,0,0,0,0,11/13/2024 16:40,,59:59.0,181,5.198497031
0,1,1,0,0,10/10/2024 10:08,,59:59.0,181,5.198497031
1,0,1,1,0,2/7/2025 13:54,,59:59.0,144,4.9698133
2,0,2,0,0,2/28/2025 14:51,,59:59.0,123,4.812184355
1,0,1,0,0,1/22/2025 14:23,,59:59.0,160,5.075173815
0,0,0,0,1,3/28/2025 17:31,,59:59.0,95,4.553876892
1,1,4,1,0,3/14/2025 17:30,,59:59.0,109,4.691347882
0,0,0,0,0,3/14/2025 14:41,,59:59.0,109,4.691347882
4,0,4,0,0,2/26/2025 16:27,,59:59.0,125,4.828313737
0,0,0,0,1,3/7/2025 14:40,,59:59.0,116,4.753590191
5,0,5,0,0,12/18/2024 16:39,,59:59.0,181,5.198497031
1,0,1,1,0,1/15/2025 16:52,,59:59.0,167,5.117993812
0,0,0,0,1,10/9/2024 16:46,,59:59.0,181,5.198497031
3,0,3,1,0,2/12/2025 16:54,,59:59.0,139,4.934473933
0,0,0,0,0,10/2/2024 16:34,,59:59.0,181,5.198497031
1,0,1,0,0,3/14/2025 14:46,,59:59.0,109,4.691347882
0,0,0,1,0,3/15/2025 13:06,,59:59.0,108,4.682131227
0,0,0,0,1,5/14/2025 16:32,,59:59.0,48,3.871201011
3,1,4,0,0,11/9/2024 15:42,,59:59.0,181,5.198497031
0,0,0,0,1,2/21/2025 14:38,,59:59.0,130,4.86753445
2,0,2,0,0,1/15/2025 16:42,,59:59.0,167,5.117993812
2,0,2,0,0,2/26/2025 16:18,,59:59.0,125,4.828313737
0,0,0,0,0,4/18/2025 14:32,,59:59.0,74,4.304065093
0,0,0,0,0,4/2/2025 16:27,,59:59.0,90,4.49980967
5,0,6,1,0,3/19/2025 16:29,,59:59.0,104,4.644390899
1,0,1,0,1,1/29/2025 16:41,,59:59.0,153,5.030437921
2,0,2,0,1,5/28/2025 16:34,,59:59.0,34,3.526360525
0,0,0,0,0,2/20/2025 18:20,,59:59.0,131,4.875197323
1,0,1,0,0,11/6/2024 16:57,,59:59.0,181,5.198497031
1,0,1,0,0,3/28/2025 14:37,,59:59.0,95,4.553876892
0,1,1,0,0,10/30/2024 18:37,,59:59.0,181,5.198497031
0,0,0,1,0,1/24/2025 17:36,,59:59.0,158,5.062595033
1,0,1,0,0,3/14/2025 14:51,,59:59.0,109,4.691347882
1,0,1,0,1,2/19/2025 16:28,,59:59.0,132,4.882801923
1,0,1,0,1,4/9/2025 16:27,,59:59.0,83,4.418840608
0,0,0,0,0,1/31/2025 17:49,,59:59.0,151,5.017279837
1,0,1,0,0,2/19/2025 16:32,,59:59.0,132,4.882801923
5,1,7,1,0,12/19/2024 16:42,,59:59.0,181,5.198497031
0,0,0,0,0,3/1/2025 9:44,,59:59.0,122,4.804021045
0,0,0,0,1,2/21/2025 14:39,,59:59.0,130,4.86753445
0,0,0,0,0,1/22/2025 16:36,,59:59.0,160,5.075173815
0,0,0,0,0,3/21/2025 14:40,,59:59.0,102,4.624972813
0,0,0,0,1,10/23/2024 16:42,,59:59.0,181,5.198497031
4,0,4,0,1,2/26/2025 16:32,,59:59.0,125,4.828313737
0,0,0,0,0,5/28/2025 16:34,,59:59.0,34,3.526360525
0,0,0,0,0,1/31/2025 9:34,,59:59.0,151,5.017279837
1,0,1,0,1,2/28/2025 14:48,,59:59.0,123,4.812184355
0,0,0,0,0,2/28/2025 14:47,,59:59.0,123,4.812184355
1,0,1,0,1,3/15/2025 16:42,,59:59.0,108,4.682131227
0,0,0,0,0,4/4/2025 14:33,,59:59.0,88,4.477336814
1,0,1,0,0,3/14/2025 14:21,,59:59.0,109,4.691347882
1,0,1,0,0,5/30/2025 17:31,,59:59.0,32,3.465735903
2,0,2,0,0,4/25/2025 17:28,,59:59.0,67,4.204692619
3,0,3,0,0,10/9/2024 16:37,,59:59.0,181,5.198497031
0,1,3,0,0,10/16/2024 16:37,,59:59.0,181,5.198497031
0,0,0,0,0,5/21/2025 15:57,,59:59.0,41,3.713572067
8,0,8,1,0,4/23/2025 16:25,,59:59.0,69,4.234106505
1,0,1,0,0,4/2/2025 16:38,,59:59.0,90,4.49980967
0,0,0,0,1,3/19/2025 16:30,,59:59.0,104,4.644390899
4,0,4,0,0,2/28/2025 14:52,,59:59.0,123,4.812184355
4,0,4,0,0,2/28/2025 14:46,,59:59.0,123,4.812184355
1,0,1,1,0,5/16/2025 17:27,,59:59.0,46,3.828641396
0,0,0,0,0,5/2/2025 14:35,,59:59.0,60,4.094344562
0,0,0,0,1,4/11/2025 17:33,,59:59.0,81,4.394449155
0,0,0,0,0,10/23/2024 16:39,,59:59.0,181,5.198497031
8,0,8,0,0,2/28/2025 14:12,,59:59.0,123,4.812184355
0,1,1,0,1,10/24/2024 16:34,,59:59.0,181,5.198497031
6,0,6,0,0,11/20/2024 16:41,,59:59.0,181,5.198497031
1,0,1,0,1,4/25/2025 14:34,,59:59.0,67,4.204692619
1,0,1,1,0,5/9/2025 14:38,,59:59.0,53,3.970291914
0,0,0,1,0,5/13/2025 17:40,,59:59.0,49,3.891820298
3,0,3,0,0,2/28/2025 15:07,,59:59.0,123,4.812184355
